id,translation_x,translation_y,translation_z,rotation_x,rotation_y,rotation_z,pitch
Arm2,0,0,155,-60,0,120,0
x,y,z,chord,twist,thickness,offset,airfoil_id
0,0,0,3.0,0.0,.18,0.25,NACA0018
0,0,5,2.5,0.0,.18,0.25,NACA0018
0,0,10,2.5,0.0,.18,0.25,NACA0018
0,0,15,2.5,0.0,.18,0.25,NACA0018
0,0,20,2.5,0.0,.18,0.25,NACA0018
0,0,25,2.5,0.0,.18,0.25,NACA0018
0,0,30,2.5,0.0,.18,0.25,NACA0018
0,0,35,2.5,0.0,.18,0.25,NACA0018
0,0,46,2.0,0.0,.18,0.25,other
